engine_id,cycle,setting_1,setting_2,T2,T24,T30,T50,P2,P15,P30,Nf,Nc,epr,Ps30,phi,NRf,NRc,BPR,farB,htBleed,W31,W32,RUL,failure
0,1,-0.0002223760236093841,9.5670655406815e-05,518.6727904129219,642.350133264294,1588.6377462195153,1399.8868721549043,14.614286198342457,21.520079278414343,549.1846532183939,2397.354940605064,9062.031389181217,1.284512483804936,47.2659272166681,520.9424687847714,2382.323995854997,8106.107680208608,8.387528739515977,0.030622596088803154,397.1687273058567,39.007066759696016,23.441640873944912,200,0
0,2,-0.00010308713241849067,-0.00018007615503177349,518.6794743982105,642.0152682444123,1588.6278854945751,1399.21692543933,14.618382446136025,21.56161024399386,554.4484467629219,2385.3079830238694,9052.991953389503,1.2868512964229626,48.03589662969127,524.4880642853335,2397.3506103315717,8141.083554840311,8.462593027071808,0.029040665900915984,388.93291406048843,39.206750705929274,23.24850775025733,199,0
0,3,-0.00026933561947226927,-0.00026417737981413196,518.6586944769531,641.9618413069858,1591.1627530521127,1402.1555032864048,14.628943323301087,21.692962466291636,554.0949219511341,2381.118957393434,9014.544396895619,1.3102502011011319,47.41098468563333,521.3242435569854,2397.089969563576,8123.932851057419,8.459747233648088,0.030371188250000614,390.0735939783123,38.79194887375456,23.706814433261062,198,0
0,4,0.00015911909277918835,0.00044863027586504207,518.6733818125199,643.6056506143756,1588.257228340114,1400.3005498776636,14.619391359125252,21.478075202897077,556.6439882098032,2396.1403000306364,9044.589956869999,1.293660810587643,46.76227405961771,520.9702441588643,2393.4526753447967,8133.825538873331,8.396166510546768,0.030600950819086994,394.5153782809884,38.96835943005301,23.514254366271388,197,0
0,5,0.0002743724267099553,5.26659881864498e-05,518.6669071145355,642.2809408608398,1589.6842520724258,1400.421395742159,14.632737336201394,21.593242543862708,549.2984041237785,2390.31139834436,9035.80210877934,1.2958648503407733,47.746219407047846,521.6183172011017,2389.0732419840415,8106.275226250821,8.369859597387581,0.03152833684811203,392.2116546098822,38.01299893278598,23.10311607155985,196,0
0,6,-0.0001985172358806381,3.070430476490004e-05,518.6656739071944,641.6396625801251,1590.3048895342358,1401.7643923431801,14.617409713552611,21.56745445237299,553.8155110220068,2390.0056723284333,9043.067322374243,1.3061804310736311,46.95480520379014,521.0339176253863,2393.389604459054,8124.184522648263,8.485715711319768,0.03155445903722147,395.08315896967036,38.41938108327243,23.452919230844028,195,0
0,7,-9.868649644066533e-05,0.00027694878250258585,518.6870660495367,642.4309240610517,1590.4148061044154,1400.5740791144526,14.62649086732629,21.50512558165585,555.7809307712317,2377.2117971550488,9055.12837725456,1.2966493326990312,47.345519541805224,520.948616979405,2384.201263674451,8144.155757326269,8.468210443481256,0.030700577514568523,395.07603175530187,40.139233099428196,23.337478583298097,194,0
0,8,-4.1173343419101e-05,-0.00043201243430513933,518.6819072725611,642.6687033822567,1588.7617275883983,1402.1234761936396,14.6321707079698,21.652529324462325,556.452812815402,2387.8582803686704,9017.882802650329,1.308503424171965,48.21215482080685,522.5935060400044,2379.2699920535624,8124.148229028052,8.358998497841485,0.030968982335055174,394.9347889950566,39.091845112077976,23.721961670513476,193,0
0,9,-0.00017352821799587493,4.375855572849282e-05,518.6563012894328,641.6579902222684,1592.3528694844415,1400.912250028754,14.632093819706865,21.68618406007069,560.2766055121533,2386.79884833137,9013.594282716072,1.2974158974689027,47.07804442577291,522.861060597828,2387.0925569336705,8132.958833191295,8.408815768615618,0.030964221414962665,391.54283672934054,39.27807713625777,23.75844746990688,192,0
0,10,-6.842834252107626e-05,-0.0002778139857634434,518.6648703468236,642.4238108390874,1590.8799826187242,1402.2913810646178,14.637629374723032,21.65797099418506,553.2396386550303,2396.186672899569,9042.252092811483,1.3062369093875499,48.10260175961106,520.9497481224786,2397.6634995199424,8148.196729896861,8.384329656997663,0.030553205338776323,393.01192741977115,38.91146839479511,23.71132544042481,191,0
0,11,0.00028747126566670546,2.1919118221896672e-06,518.6833088132797,642.5877331460481,1591.259119679537,1401.6851669054665,14.6084743462834,21.487286344758882,555.2373092778108,2376.804392413746,9039.934640343288,1.2919170541735392,46.68520448382816,522.2909363827326,2383.1419545121043,8135.424871235376,8.369371349502618,0.029938814593401284,395.66802396385776,38.97372823635395,23.619599271678005,190,0
0,12,-0.000254174361375208,0.0007167107872177387,518.6884341375832,642.8002252081625,1592.5515618059562,1401.5182373054492,14.624420740168667,21.744652720668153,553.6998754304218,2380.6699379309425,9006.847203564459,1.2892967345955668,48.42005385037871,521.6242603715361,2383.766179971796,8138.5903860835715,8.332918485387543,0.03124388915277413,395.1298286361189,39.108051117804834,23.95510678848116,189,0
0,13,-0.00026536635322717945,0.0005531147393255537,518.6626925859676,641.5034232179456,1590.5187484158953,1404.3781577744396,14.619805578591004,21.549079142801602,552.4168812201946,2383.8149841067648,8999.833106877306,1.2837642407382945,48.37088705976039,523.3066468917283,2385.13240432022,8126.440899077948,8.4159577834238,0.03267138001302743,393.45671718669524,39.38422232131075,23.403939359165957,188,0
0,14,1.2179321423432078e-05,0.00019414880903611314,518.6712609482782,641.2195702152234,1593.6541163492257,1400.722075602746,14.641113176416162,21.713510721923363,555.1984622442149,2389.010684336358,9037.064868099378,1.2916530852747998,47.71310261322993,522.8932491736542,2382.2942097720343,8123.694303222924,8.394760393824827,0.031300269800314355,395.6016179078601,39.1203104385583,23.64404598150425,187,0
0,15,-0.00012594017145302257,0.0002630263949856976,518.6755173701046,641.8380703493946,1587.6171940895695,1399.8885478286518,14.613307972718188,21.7635071646105,558.2119882083952,2379.973477961675,9030.579006377411,1.2988848872761425,47.625326985879894,522.9640684123323,2381.6756892811536,8146.866995562984,8.400076073539347,0.031227109039426063,392.20418773213936,38.64270638988909,24.048322157623634,186,0
0,16,0.0002130454165093836,-0.0005376135300405644,518.665532264882,642.820471411138,1588.898718862568,1402.950047345031,14.626670561034697,21.579886337215683,555.138385808006,2363.2197230112097,9073.648431326359,1.2929289754055433,48.03111050578763,522.6718512917241,2396.574986603307,8125.732289692482,8.421730937371398,0.030957119152863283,394.5411030833585,39.53638114930396,23.336387470877156,185,0
0,17,-0.00013284548866088455,0.0004080334098744514,518.6496292406503,643.0279017124107,1590.7868938044046,1401.8618124729323,14.613176573988797,21.647469008660348,557.7480475962404,2391.5797752932476,9047.596018233222,1.2966598743399245,46.91634924261968,521.2387486586215,2382.817076674115,8138.698977662204,8.414524921783158,0.03140638987849777,393.79302591973374,38.99632951782501,24.16730550369802,184,0
0,18,8.124533700998567e-05,-0.00012958266048251167,518.6885996700648,642.8679669682365,1595.1232203566071,1401.7768856786452,14.62976309126481,21.50949117349575,556.8235352098881,2382.04514847716,9010.143617009046,1.3058483920998813,46.74403881511393,520.1950546769656,2388.3132445062633,8140.006033550425,8.459070967120063,0.03118972421055931,395.84883963891895,39.32922595429315,23.449862405623232,183,0
0,19,-1.4722223158381265e-05,-8.466635669616327e-05,518.6729547752442,641.7439638816371,1592.2723916607995,1401.8882901875136,14.622756351578873,21.685135985089104,550.4007444292093,2374.360693654149,9034.574690399815,1.2947187822578192,47.78874938086801,522.434985106252,2397.3940456879486,8135.724688161743,8.394396078270768,0.028873513343382916,390.2080934007571,39.25680063135576,23.81266140741722,182,0
0,20,0.00030827419938363654,-0.0002483679236747139,518.6669613556456,642.4386792808526,1595.7848475935043,1402.2648295157537,14.635512628547328,21.676748534071827,557.6615152484788,2393.3906740874113,9039.571513893945,1.284821043149269,47.5344577561599,523.6465576116955,2392.137526720975,8124.135046093447,8.39243431931256,0.028766639334045378,395.8837024595855,39.44203675524746,23.458379141249633,181,0
0,21,4.002688383468452e-05,-0.0006512597484391229,518.6651328550396,643.0096108801336,1593.7526469922661,1402.6632150147004,14.61985281741365,21.74187934893978,554.8420059063008,2366.229187441035,9035.628256012495,1.298807312673841,48.2402940662796,520.7411922992054,2383.9823811893793,8129.11223622345,8.353989643563613,0.031010061334624785,394.5395121826266,38.86360906986507,24.121005394526737,180,0
0,22,-6.387200150673164e-05,-0.00013400504120720012,518.6652432865203,641.9595141449479,1590.7710037399004,1400.090657740927,14.618084671760867,21.670473768461633,550.8889223831025,2381.607868059281,9036.097408002997,1.2996732530909851,48.291223008924725,523.0586179461926,2379.8535081301634,8118.797598510663,8.437529946445652,0.029999983845254517,390.6384193249368,40.20597634433711,23.416235456933247,179,0
0,23,-0.00012530483653770878,-0.0006576390168725936,518.6785140209238,641.8981713805844,1592.045798333066,1403.7693526449043,14.610277314522758,21.675162175530012,558.5518534273527,2357.8111363965395,9018.547096990764,1.2852331881273034,47.60540316011283,522.184348426109,2376.177063115532,8119.630170952584,8.369395965407707,0.030221350058309716,393.5807240720274,39.48413778257857,23.83102715966044,178,0
0,24,0.00013072685226706476,-0.00026219223584552894,518.6699670407967,643.6041796271194,1594.1171250868672,1401.730287937809,14.635820381829637,21.630894573557573,554.2172259141397,2396.087170105554,9008.0667156923,1.274892074943585,48.17944825917949,522.2847058569894,2385.5368342760585,8123.626418602626,8.395635033123334,0.030138905022541757,391.9420439902375,38.84785085896487,23.395367613429315,177,0
0,25,-0.0001657167542037471,-0.00016355075979955315,518.6449724047833,642.7842116480413,1592.9680687270209,1402.3383083930473,14.622373243847596,21.69954679504023,554.1557775013188,2376.555291505159,9044.328521247335,1.2958561293789546,48.74041646374662,523.9015027027009,2391.8327538395247,8117.223727507864,8.378834338891247,0.02961984382363495,393.8032957941008,37.67827879667561,23.386792326369832,176,0
0,26,-6.134327986436345e-05,-0.00045728715995099756,518.6779773631457,641.8971953048593,1592.8225500080234,1406.7159646426962,14.603889943900446,21.65982147641472,554.8386120630379,2375.6126515194937,9048.469698509623,1.3045956293567422,48.11452554231236,521.583427086703,2403.690187612294,8101.698093468404,8.354933223165201,0.0308164954535446,393.47232017659974,39.30272850735106,24.003393462353404,175,0
0,27,-2.3970183873119776e-05,3.411883806389417e-05,518.6640548394727,642.7858060502751,1591.7496101428783,1402.1363398415347,14.625434831529637,21.780656271812536,551.2870704787417,2384.9913663362863,9027.363097805555,1.3027597514661664,47.61359541588065,523.6326942242071,2378.658845089859,8094.398782728896,8.458646816212688,0.029828096828799305,390.1827797086025,39.07668342573987,23.462574758399903,174,0
0,28,0.00016462099514900138,0.00026772324594456336,518.6709562044589,642.0741094419764,1593.0599521741901,1402.9373438089867,14.625689366744696,21.59217106991906,554.9522890795356,2386.228607034008,9057.21619284593,1.3026940459502427,47.78963440075052,521.8691223890141,2387.1514599918223,8111.084864833632,8.36471957977825,0.032206288725394945,394.1971037859645,38.90484359828765,23.788045087962644,173,0
0,29,0.0002573949927699188,-0.00013339126747369205,518.6657259205755,642.2650701481524,1594.5132727767343,1404.2245152757578,14.63385903321291,21.78299959846747,552.5383499107948,2383.6957128609233,9010.604431246542,1.2876569259020272,47.843854315720776,523.2169584331757,2376.644895051436,8092.186916521,8.414098681393753,0.03336496461822442,393.0370936303114,39.112014931405476,24.078927692525994,172,0
0,30,0.00011805492381235763,6.505831109488148e-05,518.6744211666531,642.6913906230033,1590.4055657705524,1400.8266382334498,14.638868281121242,21.703015200862158,556.0527281985923,2379.7350367922736,9046.896092218001,1.3179242244502107,48.03048379624046,521.8181818304018,2382.555181196569,8142.724648500616,8.37543459679502,0.031598515145746686,388.8510625654766,38.98356767696337,23.737695735387483,171,0
0,31,0.0002540251093151431,-0.00024554226511271733,518.6549723498237,642.460776696161,1590.5337390989341,1402.6898778357265,14.619933465453688,21.555199923340503,557.5111667774357,2378.8164182802857,9052.386311807968,1.2738395048109694,47.26986162617009,522.947813587255,2377.0802497617556,8123.793656671543,8.404112070305718,0.03092940025956033,392.1871561317465,39.18310099317902,23.319465744151046,170,0
0,32,0.00013485609374935505,-3.445320584490702e-05,518.6715503662359,643.9009833203428,1590.66987069279,1405.0709331050527,14.593406486429506,21.481764324557858,553.47075964562,2368.3645173422756,9034.353637952827,1.2949382236367095,47.66099732601282,522.306141933735,2387.5459986844685,8138.362039756351,8.337252651184562,0.030434128929264507,393.45286015516905,39.36106595847923,23.32740383741746,169,0
0,33,-1.7844235118734036e-05,8.995090358147344e-06,518.6629552989654,642.2767379474142,1593.181073644827,1402.8671688481832,14.625004775194206,21.586763680174304,555.3004279890185,2377.598884260583,9046.059367714712,1.2823869070304403,47.91568421153276,522.7336510299259,2396.3458048071116,8110.359331177197,8.370220423646364,0.029883539840164737,390.30223270063937,40.010701676086576,23.191728735192875,168,0
0,34,-0.00016326108181096913,0.00039472995248464787,518.6524689295305,643.0439469289223,1590.257035886431,1405.0073555376302,14.59830122312959,21.519230172802796,554.9616978186394,2389.3605154589413,9028.665412101698,1.2881851378283482,48.4813305614438,524.6610106827117,2388.4034314096384,8115.724844145023,8.381677425413963,0.029557323764521283,393.8931771330653,38.323511964723274,23.73471332544857,167,0
0,35,0.0004011148091279907,0.00021527747393791495,518.665308522798,642.954115472485,1596.4236539550084,1405.5676822513992,14.609962421084365,21.74809431557515,555.785090552198,2387.459464817445,9036.459343752953,1.2675963182434642,47.64425216331924,522.7292051290653,2371.401199665714,8133.384981889283,8.325886302590265,0.0300722077187521,396.4239173717386,38.706369812035526,23.74631944099433,166,0
0,36,-0.00035071474358173743,0.0006243943970295425,518.6669544636151,642.7631827915336,1593.6401631453368,1404.1979174606759,14.604808200170137,21.699018591722304,554.8335071245567,2362.2492038586206,9048.03199624138,1.287523046283407,47.94946916803014,522.7353678067877,2380.048047492633,8153.897052095507,8.399226319607354,0.029337570070383033,392.99028205575274,39.408077765279934,23.738883010423105,165,0
0,37,-0.00021755618705235236,0.0002788447522034309,518.6523713307113,643.3124656112585,1590.7428962615263,1403.0218262013375,14.630645686780266,21.71400036788373,557.8341930553277,2385.0826394975966,9053.517412069088,1.3014181184096347,47.611287049711876,523.2133396437438,2370.3651970467167,8123.005058230729,8.442016276532922,0.031054245664196248,394.73407548293466,39.0615230159972,23.92280043325059,164,0
0,38,-1.608315474179853e-05,-0.00013963505472121602,518.6788651741257,642.0626936706586,1594.4831612143978,1401.8720935841816,14.632779268292381,21.6784246378594,556.520516705321,2382.772967648033,8988.7008354369,1.2840414152660233,48.36988240737959,523.4730386560117,2384.692615852117,8103.233668319165,8.429869700406114,0.03165867322204624,393.9845816899291,39.78969492803204,23.384025189329122,163,0
0,39,-0.00010197151549999498,-0.0007453834737257442,518.6791982751014,642.9470802354665,1590.216956364659,1400.8725492612027,14.61127369372629,21.78638071957117,555.6995775312854,2370.3506382960836,9006.674697063705,1.2797893878844049,46.891220550938755,521.422753422085,2373.7144798401946,8133.316960487156,8.391810862268041,0.030144564410713882,398.55974401827507,38.8561112447192,23.94416072506136,162,0
